codigo;oem;descripcion;modelos;precio
3124/23;93347169;KIT GUIA EJE SELEC.CAL.ORIG.;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;2620
3124/24;93347169;"GUIA EJE SELECTOR ""CAL.ORIG.""";CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;2160
3124/25;_;KIT REPARACION PALANCA;CORSA/VECTRA/ASTRA/CELTA/PRISMA 05/;744
3124/26;_;MANCHON COMANDO SELECTOR;CORSA II/MERIVA/AVEO;618
3124/28;96332660;SELECTOR DE CAMBIOS;DAEWOO;4817
3124/29;93329567;"PALANCA INFERIOR EJE SELECTOR ""CAL.ORIG.""";CORSA/VECTRA/ASTRA/CELTA 05/;2190
3124/30;24579439;"EJE SELECTOR CAMBIOS  ""CAL.ORIG.""";CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;7927
3124/31;25184113-K;KIT REPARACION SELECTOR SIN BIELETA;AVEO;1124
3124/32;25184113 R;KIT REPARACION SELECTOR CON BIELETA;AVEO;1923
3124/33;90580711;BIELETA SELECTOR METALICA;AVEO;799
3124/34;93347170;KIT RESORTES/ARANDELAS SELECTOR;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;703
3124/35;_;PUNTERA CABLE SELECTOR DERECHO;CLASSIC/CELTA/AGILE/MONTANA;2876
3124/36;_;PUNTERA CABLE SELECTOR IZQUIERDO;CLASSIC/CELTA/AGILE/MONTANA;2876
3124/39;_;PALANCA INFERIOR EJE SELECTOR ;CORSA/CELTA/AGILE/MONTANA 15/;2464
3124/40;93183155;SELECTOR DE CAMBIOS;CORSA II/MERIVA;7586
3124/42;94535807;EJE ACOPLE MANCHON C/SEGURO REFORMA;CORSA II/MERIVA/AVEO;124
3124/46;93348305-K;KIT BOLITA EJE SELECTOR;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;904
3124/47;90425766-M;BIELETA SELECTOR METALICA 190 MM. ;CORSA/FUN/VECTRA;799
3124/48;93318175-M;BIELETA SELECTOR METALICA 175 MM.;CORSA II/MERIVA 02/;799
3124/49;90250156-M;BIELETA SELECTOR METALICA 160 MM.;CORSA II 07/ /ASTRA/VECTRA;799
3124/54;90157060;DADO VARILLA SELECTORA;CORSA/VECTRA/ASTRA/MERIVA/AVEO;2071
3124/55;11054212;ESPINA DADO VARILLA SELECTORA;CORSA/VECTRA/ASTRA/MERIVA/AVEO;21
3124/57;_;KIT EJE Y LEVA SELECTOR ;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;16791
3124/58;_;KIT EJE SELECTOR DE CAMBIOS ;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;12922
3124/59;90250175;ANILLO GOMA PUNTA PALANCA CAMBIOS;CORSA/VECTRA/ASTRA/FUN  /04;115
3124/64;_;KIT GUIA EJE SELECTOR CON RESORTES;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;2863
3124/65;93347172-X;LEVA SELECTORA CAL.ORIG.;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;3086
3124/66;_;KIT REPARACION SELECTOR CAL.ORIG.;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;5654
3124/67;_;KIT PLASTICOS LEVA SELECTORA;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;408
3124/68;_;KIT LEVA SELECTORA;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;1717
3124/69;24579046;TERMINAL CABLE SELECTOR;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;2406
3124/70;25184113;SELECTOR DE CAMBIOS;AVEO;8480
3124/71;93347172;KIT LEVA SELECTORA CAMBIOS ;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;4206
3124/73;93329549;ESPINA PALANCA INFERIOR SELECTOR;CORSA/VECTRA/ASTRA/CELTA 05/;24
3124/74;_;BUJE CENTRAL LEVA SELECTORA CAMBIOS;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;170
3124/75;_;TOPE GUIA LEVA SELECTORA CAMBIOS;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;145
3124/76;24579046-K;KIT TERMINAL Y PLASTICOS LEVA SELECTORA CAMBIOS;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;2776
3124/77;90222571-K;KIT EJE INTERMEDIO PALANCA CON ANILLO Y TRABA;CORSA/VECTRA/ASTRA/FUN  /04;2434
3124/78;90446676;TRABA EJE INTERMEDIO PALANCA;CORSA/VECTRA/ASTRA/FUN  /04;928
3124/79;90222571;EJE INTERMEDIO PALANCA CON ANILLO GOMA;CORSA/VECTRA/ASTRA/FUN  /04;1506
3124/80;93294976;KIT BUJES PALANCA CAMBIOS;CORSA/VECTRA/ASTRA/FUN  /04;1052
3124/81;_;KIT REPARACION PALANCA ;CORSA/VECTRA/ASTRA/FUN  /04;3556
3124/84;_;KIT PERNO Y BUJE TERMINAL CABLE SELECTOR;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;188
3124/85;_;LEVA SELECTORA DE CAMBIOS;ONIX/SPIN/PRISMA/COBALT;3337
3124/86;_;KIT REPARACION SELECTOR;CORSA/VECTRA/ASTRA/CELTA/AGILE 05/;3955
3125/01;_;KIT REPARACION PALANCA CAMBIOS CAJA CLARK;D-20/40 92/;3504
3125/09;_;KIT REPARACION PALANCA ;S-10/SILVERADO 96/;1790
3126/01;_;KIT REPARACION PALANCA CAMBIOS ZF;CHEVY;1211
3126/04;_;KIT REPARACION PALANCA CAMBIOS ZF SIN EJE;CHEVY;1715
3127/17;5752018;DEFLECTOR COLUMNA DIRECCION ;PICK UP 63/78;78
3128/02;2058081;PLASTICO DE PALANCA ZF;CHEVY;218
3152/00;93344759;EJE HORQUILLA EMBRAGUE CON BUJES;CORSA/CLASSIC/AGILE/CELTA/PRISMA;3543
3152/01;_;KIT HORQUILLA FORJADA Y EJE EMBRAGUE;CORSA/CLASSIC/AGILE/CELTA/PRISMA;6501
3152/02;90222573-K;KIT BUJES EJE HORQUILLA;CORSA/CLASSIC/AGILE/CELTA/PRISMA;455
3152/05;90032075;GUIA CRAPODINA DE EMBRAGUE CON RETEN;CORSA/CLASSIC/AGILE/CELTA/PRISMA;4128
3152/06;90092679;O'RING GUIA CRAPODINA EMBRAGUE;CORSA/CLASSIC/AGILE/CELTA/PRISMA;52
3152/07;96144874 K;EJE HORQUILLA EMBRAGUE CON BUJES;AVEO;3354
3152/08;96285014 K;KIT BUJES EJE HORQUILLA;AVEO;453
3152/09;_;KIT HORQUILLA Y EJE EMBRAGUE;AVEO;5574
3152/15;94580547;GUIA CRAPODINA DE EMBRAGUE CON RETEN;AVEO;3211
3153/00;94717118;HORQUILLA EMBRAGUE ;CORSA/CLASSIC/AGILE/CELTA/PRISMA;2958
3153/02;94717118;HORQUILLA EMBRAGUE ;CORSA/CLASSIC/AGILE/CELTA/PRISMA;2700
3153/11;94580796;HORQUILLA EMBRAGUE;AVEO;3465
3154/00;5746950;HORQUILLA DE EMBRAGUE ;CHEV.400 62/78;3145
3154/01;3892632;HORQUILLA DE EMBRAGUE;CHEVY;3145
3156/00;2787191;HORQUILLA DE EMBRAGUE;PICK UP 69/78/SILV.85/93 TURBO DSEL.;3145
3156/03;14066235;HORQUILLA DE EMBRAGUE;C-10/SILVERADO 85/93;3514
3156/04;7363694;HORQUILLA DE EMBRAGUE;C-10/C/D-20/SILVERADO;2400
3156/08;93361186;HORQUILLA DE EMBRAGUE;S-10/BLAZER 2.4/2.5 T.D.;8301
3156/09;97039266;HORQUILLA DE EMBRAGUE;LUV/ISUZU TROOPER;2379
3158/03;3790556;BOLITA HORQUILLA EMBRAGUE ;CHEV.400/CHEVY  /78;1634
3158/04;3725240;BOLITA HORQUILLA EMBRAGUE;PICK UP 60/78;1464
3158/06;94600215;BOLITA HORQUILLA EMBRAGUE;C-10/C/D-20/SILVERADO;1512
3158/08;5-31345-002-1;BOLITA HORQUILLA EMBRAGUE;LUV/ISUZU TROOPER;1116
3161/08;15661152;REGISTRO DE EMBRAGUE HID.190 MM.;S-10/BLAZER 2.2/2.4/2.5 T.D.;2635
3161/09;_;REGISTRO DE EMBRAGUE HID.210 MM.;S-10/BLAZER 2.2/2.482.5 T.D.;2635
3163/00;90578481;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";VECTRA 95/05;8319
3164/00;90523769;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";VECTRA 06/  /ASTRA;8644
3164/02;55561915;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";CRUZE;11252
3164/03;24581803;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";ONIX/PRISMA/SPIN/SONIC/COBALT/TRACKER;8835
3164/05;93298712;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";CORSA II;6858
3164/06;93323612;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";MERIVA;7227
3164/07;24404353;CAÑO CONEXION BOMBA PEDAL EMBRAGUE;CORSA II;3601
3164/08;93320438;CAÑO CONEXION BOMBA PEDAL EMBRAGUE;MERIVA;3601
3164/09;93333868;SOPORTE BOMBA PEDAL DE EMBRAGUE;MERIVA;1858
3164/10;_;CLIP PLASTICO BOMBA PEDAL EMBRAGUE;CORSA II/MERIVA;280
3164/11;93304911;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";ZAFIRA;8580
3164/13;13105589;PURGADOR DE EMBRAGUE HIDRAULICO;CORSA/VECTRA/ASTRA/ONIX/PRISMA;2418
3164/17;24404353 F;FLEXIBLE BOMBA PEDAL EMBRAGUE ;CORSA II;2532
3164/20;25183025;CILINDRO AUXILIAR EMBRAGUE;AVEO;9306
3165/00;20958083;CRAPODINA HIDRAULICA;S-10/BLAZER 4.3/2.8 TD.MWM;12360
3165/01;24422061;CRAPODINA HIDRAULICA;CORSAII/ASTRA/VECTRA/MERIVA/COBALT/SONIC/SPIN;14336
3165/03;93172628;CRAPODINA HIDRAULICA;CORSA II/ONIX/PRISMA;15547
3165/04;_;CAÑO CRAPODINA HIDRAULICA;CORSA II/VECTRA/ASTRA;4261
3165/05;90092679;O'RING CRAPODINA HIDRAULICA;CORSA II/VECTRA/ASTRA;52
3165/06;90522729;CRAPODINA HIDRAULICA CAJA F18;ASTRA/VECTRA 97/05;14956
3165/07;55558371;CRAPODINA HIDRAULICA;ASTRA/VECTRA 97/05 2.0 DSEL;15067
3165/08;94711965;CRAPODINA HIDRAULICA;S-10 12/;13315
3165/12;93302293;CAÑO CONEXION BOMBA A CILINDRO;S-10/BLAZER 4.3/2.8  MWM;3071
3165/13;93321531-C;CAÑO CONEXION BOMBA A CILINDRO;S-10/BLAZER 2.2/2.4/2.5;4547
3165/15;24422066;CAÑO CRAPODINA HIDRAULICA;CORSA/VECTRA/AGILE/COBAL/SONIC/SPIN/ONIX/PRISMA;4593
3165/16;93172646-X;CAÑO CRAPODINA HIDRAULICA (CAJA F23) ;VECTRA/ASTRA 00/;3210
3166/09;93348752;"KIT BOMBA PEDAL EMBRAGUE""PAULUCCI""";S-10/BLAZER 2.2/2.4/2.5;22619
3166/11;93365179-K;"KIT BOMBA PEDAL EMBRAGUE ""PAULUCCI""";S-10/BLAZER 95/00 4.3/2.8 MWM;18267
3166/12;93348754;VARILLA BOMBA PEDAL DE EMBRAGUE;S-10/BLAZER 2.2/2.4/2.5;1437
3166/13;24577739;VARILLA BOMBA PEDAL DE EMBRAGUE ;S-10/BLAZER 4.3/2.8 MWM;1932
3166/14;92457739;"KIT BOMBA PEDAL EMBRAGUE ""PAULUCCI""";S-10 01/   4.3/2.8 MWM;19881
3166/20;_;BUJE RETEN VARILLA BOMBA PEDAL;S-10/BLAZER 2.2/2.4/2.5;180
3170/04;90468789;CUBRE PEDAL EMBRAGUE/FRENO;VECTRA;144
3170/10;90498309;CUBRE PEDAL EMB./FRENO;CORSAII/MERIVA/ASTRA/VECTRA/AGILE;72
3185/10;96535010;CRAPODINA CAZOLETA AMORTIGUADOR;AVEO/SPARK;898
3185/14;13252362;CAZOLETA AMORTIGUADOR TRASERO;CRUZE;4028
3185/23;95227628-X;CRAPODINA CAZOLETA AMORT.;SONIC/SPIN/ONIX/PRISMA/COBALT;952
3185/25;96626331;CRAPODINA CAZOLETA AMORTIGUADOR;CAPTIVA;1770
3186/33;_;TOPE AMORTIGUADOR TRASERO   (POLIURETANO);CRUZE;1272
3186/35;_;GUARDAPOLVO AMORT.DELANTERO(NEOPRENE);CAPTIVA;478
3186/38;13257840;GUARDAPOLVO AMORTIGUADOR DELANTERO;CRUZE/TRACKER;493
3186/39;_;GUARDAPOLVO AMORTIGUADOR TRASERO;CRUZE;251
3190/14;90170695-R;RULEMAN CAZOLETA RESORTE SUSP.DELANTERO ;CORSA/SUZUKI FUN;703
3190/15;96535009;ASIENTO INFERIOR RESORTE SUSPENSION;AVEO;2399
3191/01;3818699;"ABRAZADERA EJE PARRILLA  (1/2"")";C-10/C/D-20/SILVERADO;738
3192/00;3818699;"ABRAZADERA EJE PARRILLA (7/16"")";C-10/C/D-20/SILVERADO;545
3196/09;93258747;BIELETA BARRA ESTABILIZADORA;S-10/BLAZER 97/;1641
3196/15;_;REGULADOR DE ALTURA SUSPENSION DELANTERA;LUV/ISUZU 4X2;6546
3196/16;_;REGULADOR DE ALTURA SUSP.DEL.(BULON 18 MM.);LUV/ISUZU 4X2;7367
3196/17;_;REGULADOR DE ALTURA SUSPENSION DELANTERA;LUV/ISUZU 4X4;7367
3196/24;93309132;BUJE SOPORTE BARRA TENSORA DEL.;CORSA/CLASSIC/FUN/AGILE;1230
3197/03;90468567;BUJE BARRA ESTABILIZADORA 16 MM.;CORSA II/VECTRA 97/;117
3197/26;93366637;BUJE BARRA ESTABILIZADORA 29 MM.;S-10 01/;248
3200/29;337972;BUJE PARRILLA INFERIOR;C-10/C/D-20;842
3200/35;14049624;BUJE TRASERO PARRILLA INFERIOR(GRANDE);S-10/BLAZER;1155
3200/36;14041609;BUJE DELANTERO PARRILLA INFERIOR(CHICO);S-10/BLAZER;1128
3208/01;_;CHAVETA PUNTA DE EJE ;COCHES/PICK UP C-10/C/D-20;17
3208/02;3953436;TUERCA PUNTA DE EJE ;C/D-20 93/96/SILVERADO 97/;461
3208/04;378137;TUERCA PUNTA DE EJE;COCHES/C-10/20 62/93/S-10/BLAZER 4X2;307
3208/05;3775189;ARANDELA PUNTA DE EJE;C/D-10/20 85/92/S-10/BLAZER 4X2;150
3208/06;3936464;ARANDELA PUNTA DE EJE ;C/D-20 93/96/SILVERADO 97/;288
3208/07;379657;ARANDELA PUNTA DE EJE;COCHES/PICK UP;150
3208/09;90539001;TAZA GRASERA 47 MM.DELANTERA;CORSA/VECTRA/ASTRA/MERIVA;485
3208/10;93262325;TAZA GRASERA 40 MM. TRASERA;CORSA/CLASSIC/FUN/AGILE/ASTRA;241
3208/11;3775190;TAZA GRASERA 45,3 MM.;COCHES/PICK UP 62/78;278
3208/12;93208741;TAZA GRASERA 63,3 MM.;C/D-20/SILVERADO 93/;634
3208/13;14003444;TAZA GRASERA 53 MM.;C/D-10/20 85/92/S-10/BLAZER 4X2;496
3208/15;93328660;"TAZA GRASERA ""ORIGINAL""";CORSA II;1306
3208/16;96495510;TAZA GRASERA;AVEO;800
3208/19;94721567;PUNTA EJE TRASERA;CORSA/CLASSIC/FUN/AGILE/CELTA;6891
3208/20;94721567;PUNTA EJE TRASERA ;CORSA/CLASSIC/FUN/AGILE/CELTA;7586
3208/21;94721567;PUNTA EJE TRASERA COMPLETA;CORSA/CLASSIC/FUN/AGILE/CELTA;7738
3208/22;94721568;PUNTA EJE TRASERA;CORSA II/MERIVA;7401
3208/24;96535151;PUNTA EJE TRASERA IZQUIERDA;AVEO 1.6/SPARK 1.2;5201
3208/25;96535152;PUNTA EJE TRASERA DERECHA;AVEO 1.6/SPARK 1.2;5201
3208/50;378137-K;KIT TUERCA PUNTA EJE;COCHES/C-10/20 62/93/S-10/BLAZER 4X2;484
3208/51;3953436-K;KIT TUERCA PUNTA EJE ;C/D-20 93/96/SILVERADO 97/;782
3208/54;_;KIT REPARACION PUNTA EJE;COCHES/PICK UP 62/78;768
3208/55;_;KIT REPARACION PUNTA EJE ;C/D-20 93/96/SILVERADO 97/;1428
3208/56;_;KIT REPARACION PUNTA EJE ;C-10/SILV.85/93/S-10/BLAZER 4X2;990
3210/00;8967950-K;KIT TUERCA PUNTA EJE TRASERA;CORSA/CLASSIC/FUN/AGILE/CELTA;464
3210/01;_;KIT REPARACION PUNTA EJE TRASERA;CORSA/CLASSIC/FUN/AGILE/CELTA;709
3210/06;8967950;TUERCA PUNTA DE EJE TRASERA;CORSA/CLASSIC/FUN/AGILE/CELTA;276
3210/07;9156693;TUERCA PUNTA DE EJE TRASERA ;CORSA II/MERIVA;748
3210/08;93228289;ARANDELA PUNTA DE EJE TRASERA;CORSA/CLASSIC/FUN/AGILE/CELTA;161
3210/10;90217059;RETEN RUEDA TRASERA DOBLE LABIO ;CORSA/FUN/VECTRA/ASTRA;309
3210/40;90486463;KIT RULEMANES RUEDA TRAS.COMPLETO;CORSA/FUN/VECTRA/ASTRA;2668
3210/48;11054489;RULEMAN RUEDA TRAS.EXT.;CORSA/FUN/MONZA/VECTRA/ASTRA/AGILE;666
3210/49;11070311;RULEMAN RUEDA TRAS.INT.;CORSA/FUN/MONZA/VECTRA/ASTRA/AGILE;945
3220/05;90468515;EJE INTERMEDIO COLUMNA DIRECCION 300 MM.;CORSA/CLASSIC 94/;10084
3220/06;93364339;EJE INTERMEDIO SUPERIOR COLUMNA DIRECCION 340 MM.;S-10/BLAZER 95/11;7038
3220/07;_;EJE INTERMEDIO COLUMNA DIRECCION 274 MM.;CORSA II;10498
3220/08;_;EJE INTERMEDIO COLUMNA DIRECCION 417 MM.;MERIVA;12525
3220/09;_;EJE INTERMEDIO COLUMNA DIRECCION 255 A 285 MM.;VECTRA 97/07;10361
3220/10;_;EJE INTERMEDIO COMPLETO COLUMNA DIRECCION 580 MM.;S-10/BLAZER 95/11;22846
3220/20;93239397;EJE INTERMEDIO COLUMNA DIRECCION  440 MM.;C/D-20 93/     SILVERADO 97/;21758
3222/00;5754053;MANCHON DE DIRECCION ;PICK UP 67/73/CHEVY;3220
3222/01;2636706;MANCHON DE DIRECCION (M-M) ;PICK UP 74/78;2663
3222/03;7841716;MANCHON DE DIRECCION ;C-10/SILVERADO 85/93;3093
3222/04;_;MANCHON DE DIRECCION;S-10/BLAZER;6339
3222/06;26031668-X;MANCHON DE DIRECCION (C.SAGINAW/DHB);C/D-20 93/ /SILV.97/;6095
3222/10;5666683/93;JGO.CUBETA Y BOLILLERO SIN FIN DIREC.;COCHES/PICK UP  /93;1110
3222/16;93269631;KIT BUJE Y EMPUJADOR CREMALLERA DIREC.CAJA DBH;CORSA/FUN;252
3222/60;93306551;DEPOSITO DIRECCION HIDRAULICA;CORSA/VECTRA/ASTRA/AGILE/ZAFIRA/FUN/S-10;6459
3222/64;96808460;DEPOSITO DIRECCION HIDRAULICA;AVEO;3774
3222/69;96451788;TAPA DEPOSITO DIRECCION HIDRAULICA;AVEO;714
3223/00;5671965;CRAPODINA INFERIOR ;PICK UP 63/78;642
3223/01;5752020;CONO AJUSTE CRAPODINA PLASTICO ;PICK UP 63/78;80
3265/11;93257666;TAPON GOMA DIFERENCIAL DANA;S-10/BLAZER;857
3266/00;5748368;CHAPA RETEN RULEMAN PALIER;PICK UP 62/78;871
3266/02;264170524;CHAPA RETEN RULEMAN PALIER DIF.TRANSAX;C-10/SILVERADO  85/93;900
3266/03;93256482;CHAPA RETEN RULEMAN PALIER DIF.DANA;D-20 93/  /SILVERADO 97/;3298
3266/04;93257537;CHAPA RETEN RULEMAN PALIER DIF.DANA 35;S-10/BLAZER 97/;2819
3268/00;5748380;SEGURO RULEMAN PALIER;PICK UP 62/78/C-10/SILVERADO 85/93;642
3268/05;93257414;SEGURO RULEMAN PALIER DANA 35;S-10/BLAZER 97/;1585
3268/07;_;SEGURO RULEMAN PALIER DIF.DANA ;S-10/BLAZER 05/;907
3268/08;94771552;SEGURO RULEMAN PALIER TRASERO ;S-10/TRAILBLAZER 12/;3379
3270/00;94724292;PALANCA FRENO DE MANO FUNDA DE CUERINA;CORSA/SUZUKI FUN;6203
3270/01;24407637;PALANCA FRENO DE MANO;CORSA II 02/;12421
3320/04;_;KIT SEMIEJE LADO RUEDA;S-10 4X4;431
3320/06;90105309-K;KIT TUERCA PUNTA DE SEMIEJE;CORSA/VECTRA/MONZA/KADETT;790
3320/07;90105309;TUERCA PUNTA DE SEMIEJE ;CORSA/VECTRA/MONZA/KADETT/ASTRA;548
3320/08;90105090;ARANDELA PUNTA SEMIEJE ;CORSA/VECTRA/MONZA/KADETT;209
3320/09;94515437;TUERCA PUNTA DE SEMIEJE;AVEO;466
3320/22;_;TRICETA DE SEMIEJE ;SPIN/COBALT;4250
3320/23;_;TRICETA DE SEMIEJE ;SPIN;9962
3320/24;_;TRICETA DE SEMIEJE ;SPIN/COBALT;5990
3320/25;_;TRICETA DE SEMIEJE ;SPIN/ONIX/PRISMA;7605
3324/01;93271759;MAZA RUEDA DELANTERA ;CORSA/FUN/CELTA/AGILE/COMBO;7624
3324/03;90576767;MAZA RUEDA DELANTERA ;CORSA II/MERIVA;7624
3324/10;95492092;MAZA RUEDA DELANTERA ;AVEO;9164
3324/11;95903587;MAZA RUEDA TRASERA SIN ABS;AVEO;13796
3324/13;95903586;MAZA RUEDA TRASERA CON ABS;AVEO;13796
3324/14;13504046;MAZA RUEDA DELANTERA ;SONIC/SPIN/ONIX/PRISMA/COBALT;10579
3324/15;13502828;"MAZA RUEDA DELANTERA 15"" SIN ABS";CRUZE;25025
3324/16;13502829;"MAZA RUEDA DELANTERA 16"" CON ABS";CRUZE;25025
3324/17;13502872;"MAZA RUEDA TRASERA 15"" CON ABS";CRUZE;25025
3324/18;13502873;"MAZA RUEDA TRASERA 16/17""";CRUZE;28466
3324/21;25903358;MAZA RUEDA DELANTERA;CAPTIVA;31282
3329/00;3784976;"BULON DE RUEDA DELANTERA (7/16""-NFx33)";COCHES/PICK UP 62/78;200
3329/01;358501;"TUERCA DE RUEDA 7/16"" CONICA";COCHES/PICK UP 62/78;80
3329/02;3829376;"BULON DE RUEDA TRASERA (7/16""-NFx39)";COCHES/PICK UP 62/78;206
3329/06;94631717;BULON DE RUEDA TRASERA (12-1.5x43);C/D-20/SILVERADO;306
3329/07;3961258;"BULON DE RUEDA DELANTERA (1/2""-NFx46)";C-10/SILVERADO 85/93;343
3329/08;1235137;"BULON DE RUEDA TRASERA (1/2""-NFx38)";C-10/SILVERADO 85/93;408
3329/09;93250618;BULON DE RUEDA DELANTERA (12-1.5x36);C/D-20/SILVERADO/S-10;297
3329/10;2786340;"TUERCA DE RUEDA 7/16"" ZINCADA CIEGA";COCHES/PICK UP 62/78;297
3329/12;90473457;BULON DE RUEDA ZINCADO (12-1.5x22);CORSA/MONZA/VECTRA/ASTRA 99/;340
3329/14;_;BULON DE RUEDA DELANTERA Y TRASERA (12-1.5x45);LUV/ISUZU TROOPER;361
3329/18;_;"ARANDELA BOMBE LLANTA DE RUEDA 1/2""";C-10/20/D-20/SILV.;67
3329/20;516637;"TUERCA DE RUEDA 1/2"" CONICA";C-10/SILVERADO 85/93;84
3329/21;516637;"TUERCA DE RUEDA 1/2"" ZINCADA CIEGA";C-10/SILVERADO 85/93;336
3329/22;516637;"TUERCA DE RUEDA 1/2"" CROMADA CIEGA";C-10/SILVERADO 85/93;476
3329/23;94634951;TUERCA DE RUEDA 12 MM.;C/D-20/SILVERADO/LUV/ISUZU;84
3329/26;11611063;BULON DE RUEDA (12-1.5x43);SONIC/SPIN/ONIX/PRISMA/COBALT/TRACKER;299
3329/28;94501742;BULON DE RUEDA TRASERA (12-1.5x 46);AVEO;325
3329/29;94501499;"BULON FIJACION DISCO FRENO ""ORIGINAL""";SPARK;45
3329/31;94837389;TUERCA DE RUEDA LLANTA ALEACION CROMADA;AVEO/CAPTIVA;408
3329/32;94515470;"TUERCA DE RUEDA LLANTA ACERO ""ORIGINAL"" ";SPARK;662
3329/35;94501745;BULON DE RUEDA TRASERA (12-1.25x36);SPARK;292
3329/36;94515402;"TUERCA DE RUEDA CONICA ""ORIGINAL"" ";AVEO G3;655
3329/37;9598708;TUERCA RUEDA CROMADA;CRUZE/ONIX/SPIN/SONIC/PRISMA/COBALT/S10;586
3329/38;94515510;"TUERCA DE RUEDA ""ORIGINAL""";CAPTIVA;820
3329/40;9594683;"TUERCA DE RUEDA LLANTA DE ACERO ""ORIGINAL""";CRUZE/S-10 12/;820
3329/43;97944564;BULON DE RUEDA DELANTERA (12-1.5x38);S-10/TRAILBLAZER 12/;433
3329/44;11588563;BULON DE RUEDA TRASERA (12-1.5x43);S-10/TRAILBLAZER 12/;299
3329/61;_;TUERCA DE RUEDA 12 MM. CROMADA;S-10/BLAZER;586
3330/20;1358938-K;"ABRAZADERA CRUCETA (5/16"")";COCHES/PICK UP 62/78/C-10;319
3330/21;2066840;"ABRAZADERA CRUCETA (3/8"")";C/D-20/BEDFORD/CHEV.350;529
3330/22;96624772;SOPORTE DE CARDAN CON RULEMAN 30 MM.;CAPTIVA 11/;8058
3330/26;_;SOPORTE DE CARDAN CON RULEMAN 88507 35 MM.;C/D-20 92/;5754
3330/28;94772173;SOPORTE DE CARDAN CON RUL.35 MM.;S-10 12/;8262
3330/29;_;SOPORTE DE CARDAN C/RULEMAN Ø 35 MM.;S-10/BLAZER/SILVERADO;4774
3330/41;_;HORQUILLA CORREDIZA 27 EST.CAJA SAGINAW;COCHES/PICK UP 72/;16138
3330/62;_;SALIDA DE PIÑON 26EST.28,5MM.DIF.DANA 44;S-10;16567
3347/12;_;"FILTRO NAFTA ""PICBORG"" (PICOS 6/8 MM.)";UNIVERSAL GRANDE;506
3347/13;_;"FILTRO NAFTA ""PICBORG"" (PICOS 8 MM.) ";UNIVERSAL COMPETICION;408
3347/14;93280050;JUNTA FLOTANTE TANQUE COMBUSTIBLE;CORSA/CELTA/ASTRA/AGILE;420
3347/15;90572097;JUNTA BOMBA DE COMBUSTIBLE;CORSA II/VECTRA/ASTRA/MERIVA/S10  1.8/2,0;918
3347/16;90411085;O'RING BOMBA DE COMBUSTIBLE;CORSA/VECTRA;229
3347/19;93291594;O'RING BOMBA DE COMBUSTIBLE;S-10/BLAZER;239
3347/43;_;FILTRO NAFTA (PICOS 6/8 MM.);UNIVERSAL;160
3347/44;_;"FILTRO NAFTA ""PICBORG"" (PICOS 6/8 MM.) ";UNIVERSAL;245
3347/45;_;"FILTRO NAFTA INYECCION ""PICBORG""";CORSA/VECTRA/ASTRA/ZAFIRA/AGILE/PRISMA;1190
3347/47;_;"FILTRO NAFTA INYEC.""PICBORG""";VECTRA 2.0 16 V./LUV/ISUZU 2.3;1190
3347/48;_;FILTRO NAFTA INYECCION;VECTRA 2.0 16 V./LUV/ISUZU 2.3;690
3347/49;96629454;FILTRO GAS OIL;CAPTIVA 07/   2.0 T.D;18870
3347/55;55354565;CONECTOR MANGUERA AGUA CUERPO MARIPOSA;CRUZE/SONIC/TRACKER;623
3347/56;55574685;TUBO ENTRADA AGUA AL CUERPO MARIPOSA;CRUZE/SONIC 1.6;2515
3347/57;25192905;TUBO ENTRADA AGUA AL CUERPO MARIPOSA;CRUZE/TRACKER 1.8;2344
3347/58;55579102;CAÑO SALIDA AGUA DEL CUERPO MARIPOSA;CRUZE/TRACKER 1.8;1624
3347/59;55559353;CAÑO SALIDA AGUA DEL CUERPO MARIPOSA;SONIC/AVEO 1.6 16 V.;1562
3347/61;93223489;TAPA TANQUE C/LLAVE;CORSA/VECTRA/ASTRA/MERIVA/PRISMA/S-10;1239
